PlayerId,GameGroupName,GameName,BetQuantity,BetAmount,PurchaseTime,Purchasedate
722576590,LOTTO,Lotto,1,50,3/6/2020 15:11,3/6/2020
725121008,LOTTO,Lotto,3,150,3/6/2020 15:11,3/6/2020
722484373,LOTTO,Lotto,5,250,3/6/2020 15:11,3/6/2020
722723106,KENNO,WED KENNO,1,50,3/6/2020 15:11,3/6/2020
713166742,LOTTO,Lotto,1,50,3/6/2020 15:13,3/6/2020
722723106,KENNO,WED KENNO,1,50,3/6/2020 15:13,3/6/2020
720464768,Lucky 3,Lucky3 Evening,1,50,3/6/2020 15:13,3/6/2020
720641550,KENNO,WED KENNO,2,100,3/6/2020 15:14,3/6/2020
111458272,LOTTO,Lotto,2,100,3/6/2020 15:14,3/6/2020
713166742,Lucky 3,Lucky3 Evening,1,50,3/6/2020 15:15,3/6/2020
790855734,LOTTO,Lotto,3,150,3/6/2020 15:15,3/6/2020
712062534,LOTTO,Lotto,1,50,3/6/2020 15:16,3/6/2020
723794134,LOTTO,Lotto,2,100,3/6/2020 15:16,3/6/2020
722723106,KENNO,WED KENNO,1,50,3/6/2020 15:17,3/6/2020
711733683,LOTTO,Lotto,1,50,3/6/2020 15:18,3/6/2020
722868123,LOTTO,Lotto,1,50,3/6/2020 15:19,3/6/2020
722723106,KENNO,WED KENNO,1,50,3/6/2020 15:19,3/6/2020
728834759,LOTTO,Lotto,1,50,3/6/2020 15:19,3/6/2020
722666349,LOTTO,Lotto,1,50,3/6/2020 15:20,3/6/2020
722723106,KENNO,WED KENNO,1,50,3/6/2020 15:21,3/6/2020
722497495,LOTTO,Lotto,3,150,3/6/2020 15:21,3/6/2020
716751700,LOTTO,Lotto,2,100,3/6/2020 15:23,3/6/2020
721832263,LOTTO,Lotto,2,100,3/6/2020 15:23,3/6/2020
722496733,LOTTO,Lotto,6,300,3/6/2020 15:23,3/6/2020
722723106,KENNO,WED KENNO,1,50,3/6/2020 15:23,3/6/2020
722723106,KENNO,WED KENNO,3,150,3/6/2020 15:25,3/6/2020
722466554,LOTTO,Lotto,1,50,3/6/2020 15:27,3/6/2020
722538429,LOTTO,Lotto,1,50,3/6/2020 15:28,3/6/2020
714222827,LOTTO,Lotto,1,50,3/6/2020 15:29,3/6/2020
700315495,LOTTO,Lotto,2,100,3/6/2020 15:31,3/6/2020
727829555,KENNO,WED KENNO,1,50,3/6/2020 15:31,3/6/2020
721160251,LOTTO,Lotto,2,100,3/6/2020 15:33,3/6/2020
700315495,KENNO,WED KENNO,1,50,3/6/2020 15:33,3/6/2020
727829555,KENNO,WED KENNO,1,50,3/6/2020 15:33,3/6/2020
714993080,Lucky 3,Lucky3 Evening,1,50,3/6/2020 15:34,3/6/2020
722155896,LOTTO,Lotto,1,50,3/6/2020 15:36,3/6/2020
718207710,KENNO,WED KENNO,1,50,3/6/2020 15:36,3/6/2020
721365041,LOTTO,Lotto,1,50,3/6/2020 15:39,3/6/2020
725998463,LOTTO,Lotto,1,50,3/6/2020 15:39,3/6/2020
722245110,LOTTO,Lotto,2,100,3/6/2020 15:40,3/6/2020
791628245,LOTTO,Lotto,1,50,3/6/2020 15:40,3/6/2020
791348975,KENNO,WED KENNO,1,50,3/6/2020 15:41,3/6/2020
722723106,LOTTO,Lotto,1,50,3/6/2020 15:41,3/6/2020
726225458,LOTTO,Lotto,1,50,3/6/2020 15:41,3/6/2020
702618605,Lucky 3,Lucky3 Evening,1,50,3/6/2020 15:46,3/6/2020
726788774,KENNO,WED KENNO,1,50,3/6/2020 15:47,3/6/2020
718608501,Lucky 3,Lucky3 Evening,1,100,3/6/2020 15:49,3/6/2020
791348975,KENNO,WED KENNO,1,50,3/6/2020 15:51,3/6/2020
727829555,KENNO,WED KENNO,1,50,3/6/2020 15:52,3/6/2020
718608501,Lucky 3,Lucky3 Evening,1,20,3/6/2020 15:53,3/6/2020
727829555,KENNO,WED KENNO,1,50,3/6/2020 15:53,3/6/2020
720860893,KENNO,THU KENNO,1,50,4/6/2020 1:07,4/6/2020
723713783,Lucky 3,Lucky3 Morning ,1,50,4/6/2020 2:44,4/6/2020
740325305,KENNO,THU KENNO,1,50,4/6/2020 6:37,4/6/2020
722683574,KENNO,THU KENNO,1,50,4/6/2020 7:04,4/6/2020
725562430,KENNO,THU KENNO,1,50,4/6/2020 7:08,4/6/2020
729905524,Lucky 3,Lucky3 Morning ,1,100,4/6/2020 7:56,4/6/2020
725386300,Lucky 3,Lucky3 Morning ,1,50,4/6/2020 8:23,4/6/2020
721556460,KENNO,THU KENNO,1,50,4/6/2020 9:05,4/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,4/6/2020 9:08,4/6/2020
724379667,Lucky 3,Lucky3 Morning ,1,50,4/6/2020 9:08,4/6/2020
722511805,Lucky 3,Lucky3 Morning ,1,100,4/6/2020 9:21,4/6/2020
722511805,KENNO,THU KENNO,2,100,4/6/2020 9:22,4/6/2020
721558753,KENNO,THU KENNO,1,50,4/6/2020 9:24,4/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,4/6/2020 9:25,4/6/2020
726146274,KENNO,THU KENNO,1,50,4/6/2020 9:28,4/6/2020
796354332,KENNO,THU KENNO,1,50,4/6/2020 9:29,4/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,4/6/2020 9:33,4/6/2020
791427258,KENNO,THU KENNO,7,350,4/6/2020 9:34,4/6/2020
722155896,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 10:51,4/6/2020
723713783,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 10:57,4/6/2020
725386300,KENNO,THU KENNO,1,50,4/6/2020 11:17,4/6/2020
725386300,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 11:18,4/6/2020
722348817,Lucky 3,Lucky3 Lunch,1,200,4/6/2020 11:23,4/6/2020
722477781,KENNO,THU KENNO,1,50,4/6/2020 11:27,4/6/2020
722348817,KENNO,THU KENNO,4,200,4/6/2020 11:33,4/6/2020
721258912,Lucky 3,Lucky3 Lunch,1,450,4/6/2020 11:36,4/6/2020
721258912,KENNO,THU KENNO,13,650,4/6/2020 11:36,4/6/2020
728218026,KENNO,THU KENNO,1,50,4/6/2020 11:37,4/6/2020
722870277,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 11:38,4/6/2020
722836398,KENNO,THU KENNO,2,100,4/6/2020 11:49,4/6/2020
721488672,Lucky 3,Lucky3 Lunch,1,150,4/6/2020 11:54,4/6/2020
727469612,KENNO,THU KENNO,1,50,4/6/2020 11:57,4/6/2020
726304902,Lucky 3,Lucky3 Lunch,1,150,4/6/2020 11:58,4/6/2020
727359338,KENNO,THU KENNO,2,100,4/6/2020 11:59,4/6/2020
721488672,Lucky 3,Lucky3 Lunch,1,60,4/6/2020 12:01,4/6/2020
727359338,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 12:03,4/6/2020
728263548,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 12:17,4/6/2020
720464768,Lucky 3,Lucky3 Lunch,1,50,4/6/2020 12:23,4/6/2020
727829555,KENNO,THU KENNO,3,150,4/6/2020 12:27,4/6/2020
720464768,Lucky 3,Lucky3 Lunch,1,100,4/6/2020 12:36,4/6/2020
722348817,KENNO,THU KENNO,4,200,4/6/2020 12:51,4/6/2020
722497495,KENNO,THU KENNO,2,100,4/6/2020 13:34,4/6/2020
702161809,KENNO,THU KENNO,1,50,4/6/2020 13:43,4/6/2020
722566472,KENNO,THU KENNO,8,400,4/6/2020 14:00,4/6/2020
721831236,KENNO,THU KENNO,1,50,4/6/2020 14:09,4/6/2020
706003350,KENNO,THU KENNO,1,50,4/6/2020 14:10,4/6/2020
720020434,KENNO,THU KENNO,1,50,4/6/2020 14:10,4/6/2020
721305556,KENNO,THU KENNO,1,50,4/6/2020 14:13,4/6/2020
720020434,Lucky 3,Lucky3 Evening,1,50,4/6/2020 14:14,4/6/2020
708812594,KENNO,THU KENNO,8,400,4/6/2020 14:21,4/6/2020
720860893,KENNO,THU KENNO,1,50,4/6/2020 14:28,4/6/2020
742587724,Lucky 3,Lucky3 Evening,1,50,4/6/2020 14:39,4/6/2020
729389143,KENNO,THU KENNO,1,50,4/6/2020 14:49,4/6/2020
710744363,KENNO,THU KENNO,1,50,4/6/2020 14:54,4/6/2020
721365041,KENNO,THU KENNO,1,50,4/6/2020 15:00,4/6/2020
791348975,KENNO,THU KENNO,1,50,4/6/2020 15:04,4/6/2020
722723106,KENNO,THU KENNO,1,50,4/6/2020 15:14,4/6/2020
722466554,KENNO,THU KENNO,1,50,4/6/2020 15:15,4/6/2020
722723106,KENNO,THU KENNO,1,50,4/6/2020 15:16,4/6/2020
722407170,KENNO,THU KENNO,1,50,4/6/2020 15:17,4/6/2020
723713783,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:18,4/6/2020
722723106,KENNO,THU KENNO,1,50,4/6/2020 15:20,4/6/2020
722723106,KENNO,THU KENNO,1,50,4/6/2020 15:21,4/6/2020
722723106,KENNO,THU KENNO,3,150,4/6/2020 15:23,4/6/2020
722723106,KENNO,THU KENNO,3,150,4/6/2020 15:25,4/6/2020
727359338,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:28,4/6/2020
721354985,KENNO,THU KENNO,1,50,4/6/2020 15:30,4/6/2020
727359338,KENNO,THU KENNO,2,100,4/6/2020 15:32,4/6/2020
727829555,KENNO,THU KENNO,6,300,4/6/2020 15:32,4/6/2020
727829555,KENNO,THU KENNO,1,50,4/6/2020 15:34,4/6/2020
727829555,KENNO,THU KENNO,3,150,4/6/2020 15:35,4/6/2020
727829555,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:40,4/6/2020
727829555,KENNO,THU KENNO,1,50,4/6/2020 15:41,4/6/2020
727829555,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:43,4/6/2020
727829555,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:44,4/6/2020
727829555,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:46,4/6/2020
727829555,KENNO,THU KENNO,1,50,4/6/2020 15:48,4/6/2020
722513834,KENNO,THU KENNO,1,50,4/6/2020 15:48,4/6/2020
720464768,KENNO,THU KENNO,2,100,4/6/2020 15:50,4/6/2020
720464768,Lucky 3,Lucky3 Evening,1,50,4/6/2020 15:53,4/6/2020
723713783,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 3:56,5/6/2020
723824775,KENNO,FRI KENNO,1,50,5/6/2020 6:19,5/6/2020
721558753,KENNO,FRI KENNO,1,50,5/6/2020 7:20,5/6/2020
722770082,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 7:25,5/6/2020
729905524,Lucky 3,Lucky3 Morning ,1,70,5/6/2020 7:28,5/6/2020
723713783,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 7:58,5/6/2020
726855279,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 8:05,5/6/2020
727829555,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 8:10,5/6/2020
725305679,KENNO,FRI KENNO,1,50,5/6/2020 8:35,5/6/2020
722348817,Lucky 3,Lucky3 Morning ,1,200,5/6/2020 8:47,5/6/2020
722856172,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:02,5/6/2020
725386300,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:03,5/6/2020
722348817,KENNO,FRI KENNO,4,200,5/6/2020 9:10,5/6/2020
720563892,KENNO,FRI KENNO,1,50,5/6/2020 9:13,5/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:19,5/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:24,5/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:29,5/6/2020
725629500,Lucky 3,Lucky3 Morning ,1,100,5/6/2020 9:39,5/6/2020
720464768,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:39,5/6/2020
702618605,Lucky 3,Lucky3 Morning ,1,50,5/6/2020 9:42,5/6/2020
721556460,KENNO,FRI KENNO,1,50,5/6/2020 9:50,5/6/2020
726843087,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 10:04,5/6/2020
722348817,Lucky 3,Lucky3 Lunch,1,200,5/6/2020 10:09,5/6/2020
722719848,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 10:19,5/6/2020
722870277,Lucky 3,Lucky3 Lunch,1,100,5/6/2020 10:39,5/6/2020
725492366,KENNO,FRI KENNO,1,50,5/6/2020 10:44,5/6/2020
723713783,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 11:03,5/6/2020
728218026,KENNO,FRI KENNO,1,50,5/6/2020 11:05,5/6/2020
728218026,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 11:08,5/6/2020
727469612,KENNO,FRI KENNO,2,100,5/6/2020 11:34,5/6/2020
723842012,KENNO,FRI KENNO,2,100,5/6/2020 11:37,5/6/2020
721252357,KENNO,FRI KENNO,1,50,5/6/2020 11:52,5/6/2020
721258912,KENNO,FRI KENNO,7,350,5/6/2020 11:54,5/6/2020
720464768,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 11:59,5/6/2020
722477781,KENNO,FRI KENNO,1,50,5/6/2020 12:06,5/6/2020
726855279,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 12:10,5/6/2020
722511805,Lucky 3,Lucky3 Lunch,1,100,5/6/2020 12:22,5/6/2020
722511805,KENNO,FRI KENNO,2,100,5/6/2020 12:23,5/6/2020
722407170,KENNO,FRI KENNO,1,50,5/6/2020 12:23,5/6/2020
725386300,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 12:26,5/6/2020
720464768,Lucky 3,Lucky3 Lunch,1,50,5/6/2020 12:27,5/6/2020
725386300,KENNO,FRI KENNO,1,50,5/6/2020 12:28,5/6/2020
729685188,KENNO,FRI KENNO,1,50,5/6/2020 12:40,5/6/2020
722239366,KENNO,FRI KENNO,1,50,5/6/2020 12:42,5/6/2020
722348817,Lucky 3,Lucky3 Evening,1,200,5/6/2020 13:04,5/6/2020
722683574,KENNO,FRI KENNO,1,50,5/6/2020 13:06,5/6/2020
728263548,KENNO,FRI KENNO,1,50,5/6/2020 13:08,5/6/2020
725675059,Lucky 3,Lucky3 Evening,1,50,5/6/2020 13:16,5/6/2020
726066159,Lucky 3,Lucky3 Evening,1,50,5/6/2020 13:26,5/6/2020
706003350,KENNO,FRI KENNO,1,50,5/6/2020 13:41,5/6/2020
721377230,KENNO,FRI KENNO,1,50,5/6/2020 14:05,5/6/2020
722566472,KENNO,FRI KENNO,8,400,5/6/2020 14:05,5/6/2020
708812594,KENNO,FRI KENNO,8,400,5/6/2020 14:06,5/6/2020
727359338,KENNO,FRI KENNO,4,200,5/6/2020 14:10,5/6/2020
725720746,Lucky 3,Lucky3 Evening,1,50,5/6/2020 14:28,5/6/2020
721365041,KENNO,FRI KENNO,1,50,5/6/2020 14:39,5/6/2020
722511805,Lucky 3,Lucky3 Evening,1,100,5/6/2020 14:40,5/6/2020
722511805,KENNO,FRI KENNO,2,100,5/6/2020 14:41,5/6/2020
721524381,KENNO,FRI KENNO,1,50,5/6/2020 15:00,5/6/2020
723713783,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:01,5/6/2020
721415996,KENNO,FRI KENNO,1,50,5/6/2020 15:03,5/6/2020
721524381,KENNO,FRI KENNO,1,50,5/6/2020 15:05,5/6/2020
723084907,KENNO,FRI KENNO,2,100,5/6/2020 15:05,5/6/2020
722513834,KENNO,FRI KENNO,1,50,5/6/2020 15:10,5/6/2020
721744473,KENNO,FRI KENNO,2,100,5/6/2020 15:14,5/6/2020
720464768,KENNO,FRI KENNO,2,100,5/6/2020 15:16,5/6/2020
722466554,KENNO,FRI KENNO,1,50,5/6/2020 15:18,5/6/2020
714993080,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:18,5/6/2020
721354985,KENNO,FRI KENNO,1,50,5/6/2020 15:19,5/6/2020
721258912,KENNO,FRI KENNO,7,350,5/6/2020 15:23,5/6/2020
722723106,KENNO,FRI KENNO,1,50,5/6/2020 15:23,5/6/2020
722770082,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:25,5/6/2020
791249434,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:27,5/6/2020
721524381,KENNO,FRI KENNO,1,50,5/6/2020 15:27,5/6/2020
720464768,Lucky 3,Lucky3 Evening,1,100,5/6/2020 15:28,5/6/2020
722723106,KENNO,FRI KENNO,1,50,5/6/2020 15:29,5/6/2020
720774177,KENNO,FRI KENNO,1,50,5/6/2020 15:30,5/6/2020
725562430,KENNO,FRI KENNO,1,50,5/6/2020 15:30,5/6/2020
720774177,KENNO,FRI KENNO,1,50,5/6/2020 15:31,5/6/2020
722723106,KENNO,FRI KENNO,3,150,5/6/2020 15:31,5/6/2020
723713783,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:33,5/6/2020
721524381,KENNO,FRI KENNO,1,50,5/6/2020 15:34,5/6/2020
720860893,KENNO,FRI KENNO,1,50,5/6/2020 15:34,5/6/2020
721488672,Lucky 3,Lucky3 Evening,1,130,5/6/2020 15:35,5/6/2020
722723106,KENNO,FRI KENNO,3,150,5/6/2020 15:35,5/6/2020
721488672,Lucky 3,Lucky3 Evening,1,150,5/6/2020 15:36,5/6/2020
721488672,Lucky 3,Lucky3 Evening,1,260,5/6/2020 15:37,5/6/2020
720464768,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:39,5/6/2020
722723106,KENNO,FRI KENNO,2,100,5/6/2020 15:39,5/6/2020
702618605,Lucky 3,Lucky3 Evening,1,50,5/6/2020 15:41,5/6/2020
728273463,KENNO,FRI KENNO,1,50,5/6/2020 15:43,5/6/2020
746518329,KENNO,FRI KENNO,1,50,5/6/2020 15:45,5/6/2020
722585226,KENNO,FRI KENNO,3,150,5/6/2020 15:46,5/6/2020
722585226,Lucky 3,Lucky3 Evening,1,150,5/6/2020 15:48,5/6/2020
